restaurant,cuisine,review,stars,useful_votes,funny_votes,cool_votes
La Bella Napoli,Italian,"Incredible flavors, friendly staff and cozy atmosphere. Prices are very reasonable.",5,15,7,27
La Bella Napoli,Italian,Decent food but nothing that blew me away really. Might try again someday.,3,7,14,26
La Bella Napoli,Italian,Outstanding service and the pasta was perfectly cooked. Service was top notch.,5,28,11,20
La Bella Napoli,Italian,"Wonderful staff, quick service and incredibly tasty dishes. Service was top notch.",5,19,13,14
La Bella Napoli,Italian,Loved the ambiance and the chef really knows their craft. The chef deserves a raise!,4,43,19,3
La Bella Napoli,Italian,"Best meal I have had in years, exceeded all expectations! Prices are very reasonable.",4,21,1,23
La Bella Napoli,Italian,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",4,7,17,29
La Bella Napoli,Italian,Loved the ambiance and the chef really knows their craft. Service was top notch.,4,44,0,27
La Bella Napoli,Italian,"Perfect date night spot, romantic ambiance and delicious food. Service was top notch.",5,21,18,23
La Bella Napoli,Italian,Appalling hygiene standards and tasteless food throughout. Reported to health department.,2,45,14,15
La Bella Napoli,Italian,Great value for money and the flavors were authentic. Prices are very reasonable.,4,32,9,7
La Bella Napoli,Italian,Appalling hygiene standards and tasteless food throughout. Reported to health department.,1,1,0,0
La Bella Napoli,Italian,Loved the ambiance and the chef really knows their craft. The chef deserves a raise!,5,12,19,25
La Bella Napoli,Italian,"Incredible flavors, friendly staff and cozy atmosphere. Perfect for special occasions.",4,45,17,14
La Bella Napoli,Italian,"Food was okay, a bit pricey for what you get though.",3,48,7,10
La Bella Napoli,Italian,Never again! Dry overcooked meat and soggy vegetables. Asked for a refund.,2,8,5,8
La Bella Napoli,Italian,"Horrible experience, the manager was unhelpful and rude. Asked for a refund.",1,11,7,7
La Bella Napoli,Italian,Loved the ambiance and the chef really knows their craft. Prices are very reasonable.,5,46,6,10
La Bella Napoli,Italian,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,5,21,2,8
Dragon Palace,Chinese,"Hidden gem in the city, every dish was a masterpiece. Perfect for special occasions.",5,11,11,12
Dragon Palace,Chinese,"Loved every bite, will definitely come back again soon! Perfect for special occasions.",4,18,13,3
Dragon Palace,Chinese,"Five stars all the way, food was piping hot and delicious!",5,31,18,11
Dragon Palace,Chinese,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",4,21,4,23
Dragon Palace,Chinese,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",5,9,18,2
Dragon Palace,Chinese,"Met my expectations, no more and no less honestly. Service was acceptable.",3,14,0,6
Dragon Palace,Chinese,Loved the ambiance and the chef really knows their craft.,4,30,19,4
Dragon Palace,Chinese,Great value for money and the flavors were authentic. Prices are very reasonable.,4,23,17,16
Dragon Palace,Chinese,"Best meal I have had in years, exceeded all expectations! Prices are very reasonable.",4,33,3,1
Dragon Palace,Chinese,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,4,11,2,12
Dragon Palace,Chinese,"Fantastic experience from start to finish, highly recommend! The chef deserves a raise!",4,34,7,3
Dragon Palace,Chinese,Exceptional quality and the dessert was absolutely heavenly. Perfect for special occasions.,5,43,13,13
Dragon Palace,Chinese,"Fantastic experience from start to finish, highly recommend!",4,37,12,8
Dragon Palace,Chinese,"Reasonable place, the pasta was decent but uninspiring. Service was acceptable.",3,24,19,1
Dragon Palace,Chinese,"Terrible service, waited over an hour for cold food! Will not be returning.",2,24,1,2
Dragon Palace,Chinese,"Superb dining experience, will bring my family next time. The chef deserves a raise!",5,39,11,23
Dragon Palace,Chinese,Exceptional quality and the dessert was absolutely heavenly. Service was top notch.,4,9,2,21
Dragon Palace,Chinese,"Food took forever and arrived cold, totally unacceptable. Reported to health department.",2,9,11,29
Dragon Palace,Chinese,Found a hair in my food and the waiter was dismissive.,2,7,10,11
Dragon Palace,Chinese,"The food was divine, fresh ingredients and generous portions. Prices are very reasonable.",5,27,10,4
Dragon Palace,Chinese,Great value for money and the flavors were authentic.,4,48,16,23
Dragon Palace,Chinese,Great value for money and the flavors were authentic. Prices are very reasonable.,5,19,17,13
Dragon Palace,Chinese,Found a hair in my food and the waiter was dismissive.,1,25,0,22
Dragon Palace,Chinese,Nothing special but would probably return if nearby. Might try again someday.,3,4,0,16
Dragon Palace,Chinese,Great value for money and the flavors were authentic. Perfect for special occasions.,4,19,17,23
Dragon Palace,Chinese,Loved the ambiance and the chef really knows their craft. Perfect for special occasions.,5,24,17,28
Dragon Palace,Chinese,"Superb dining experience, will bring my family next time. Service was top notch.",5,49,11,5
Dragon Palace,Chinese,Rude staff and the portion sizes were ridiculously small.,2,49,9,27
Dragon Palace,Chinese,"Incredible flavors, friendly staff and cozy atmosphere.",5,0,7,28
Dragon Palace,Chinese,"Fantastic experience from start to finish, highly recommend! Perfect for special occasions.",4,0,10,9
Dragon Palace,Chinese,"Worst restaurant experience I have ever had, never returning. Reported to health department.",1,25,7,14
Dragon Palace,Chinese,Great value for money and the flavors were authentic. Service was top notch.,4,7,13,3
Dragon Palace,Chinese,"Loved every bite, will definitely come back again soon!",5,47,4,8
Dragon Palace,Chinese,Appalling hygiene standards and tasteless food throughout. Asked for a refund.,2,49,5,8
Dragon Palace,Chinese,"Best meal I have had in years, exceeded all expectations!",5,8,12,8
Dragon Palace,Chinese,"Worst restaurant experience I have ever had, never returning. Reported to health department.",2,37,13,3
Dragon Palace,Chinese,"The food was divine, fresh ingredients and generous portions. Perfect for special occasions.",5,17,12,8
Dragon Palace,Chinese,"Five stars all the way, food was piping hot and delicious! Service was top notch.",4,0,6,24
Dragon Palace,Chinese,"Absolutely amazing food, best restaurant in the city! Prices are very reasonable.",4,6,14,20
Dragon Palace,Chinese,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",4,32,16,16
Dragon Palace,Chinese,"The food was divine, fresh ingredients and generous portions. Perfect for special occasions.",4,10,2,7
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes. Perfect for special occasions.",5,45,8,2
Dragon Palace,Chinese,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",4,5,11,4
Dragon Palace,Chinese,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",4,35,14,10
Dragon Palace,Chinese,"The food was divine, fresh ingredients and generous portions. Perfect for special occasions.",5,43,10,12
Dragon Palace,Chinese,"Hidden gem in the city, every dish was a masterpiece.",5,14,3,10
Dragon Palace,Chinese,Outstanding service and the pasta was perfectly cooked.,4,12,18,1
Dragon Palace,Chinese,Rude staff and the portion sizes were ridiculously small.,2,45,14,27
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes. Prices are very reasonable.",4,29,17,1
Dragon Palace,Chinese,"Pretty standard restaurant, food came out on time. Has potential to improve.",3,24,10,6
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes.",5,30,6,23
Dragon Palace,Chinese,"Five stars all the way, food was piping hot and delicious! Perfect for special occasions.",5,35,19,3
Dragon Palace,Chinese,Stale ingredients and the whole place smelled unpleasant. Reported to health department.,2,43,12,9
Dragon Palace,Chinese,"Absolutely disgusting, sent food back twice and left hungry. Asked for a refund.",2,20,8,25
Dragon Palace,Chinese,"Standard fare, nothing memorable about the experience.",3,41,7,23
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes. Service was top notch.",4,36,3,17
Dragon Palace,Chinese,Outstanding service and the pasta was perfectly cooked. Prices are very reasonable.,5,38,9,24
Dragon Palace,Chinese,Rude staff and the portion sizes were ridiculously small. Asked for a refund.,2,32,17,4
Dragon Palace,Chinese,Overpriced and the food was bland and disappointing.,2,33,0,22
Dragon Palace,Chinese,"The food was divine, fresh ingredients and generous portions.",4,14,2,27
Dragon Palace,Chinese,"Standard fare, nothing memorable about the experience. Might try again someday.",3,13,12,28
Dragon Palace,Chinese,"Horrible experience, the manager was unhelpful and rude. Asked for a refund.",1,34,6,20
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes.",5,38,8,16
Dragon Palace,Chinese,"Complete waste of money, microwave quality at restaurant prices.",1,45,18,3
Dragon Palace,Chinese,"Wonderful staff, quick service and incredibly tasty dishes.",5,45,3,7
Dragon Palace,Chinese,Outstanding service and the pasta was perfectly cooked. Service was top notch.,5,8,7,0
Dragon Palace,Chinese,"Neither impressed nor disappointed, just an average meal. Service was acceptable.",3,3,12,16
Dragon Palace,Chinese,Great value for money and the flavors were authentic.,5,43,7,5
Dragon Palace,Chinese,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",4,2,5,1
Dragon Palace,Chinese,"Incredible flavors, friendly staff and cozy atmosphere. The chef deserves a raise!",5,34,1,22
Dragon Palace,Chinese,"Perfect date night spot, romantic ambiance and delicious food. Prices are very reasonable.",4,35,4,12
Dragon Palace,Chinese,"Superb dining experience, will bring my family next time. The chef deserves a raise!",5,15,9,29
Dragon Palace,Chinese,Exceptional quality and the dessert was absolutely heavenly. Prices are very reasonable.,4,16,15,11
Dragon Palace,Chinese,"Loved every bite, will definitely come back again soon!",5,22,18,7
Dragon Palace,Chinese,Rude staff and the portion sizes were ridiculously small.,1,43,0,24
Dragon Palace,Chinese,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,5,7,6,0
Dragon Palace,Chinese,Great value for money and the flavors were authentic. Prices are very reasonable.,5,33,13,3
Taco Fiesta,Mexican,"Average experience, food was okay and service was fine. Might try again someday.",3,20,1,26
Taco Fiesta,Mexican,Decent food but nothing that blew me away really. Service was acceptable.,3,2,19,29
Taco Fiesta,Mexican,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,4,5,2,21
Taco Fiesta,Mexican,"The food was divine, fresh ingredients and generous portions. Prices are very reasonable.",4,36,19,9
Taco Fiesta,Mexican,"Absolutely amazing food, best restaurant in the city! Perfect for special occasions.",4,37,17,12
Taco Fiesta,Mexican,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",4,29,13,5
Taco Fiesta,Mexican,"Absolutely disgusting, sent food back twice and left hungry.",2,13,8,14
Taco Fiesta,Mexican,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",4,1,2,17
Taco Fiesta,Mexican,"Incredible flavors, friendly staff and cozy atmosphere. Perfect for special occasions.",5,24,1,24
Taco Fiesta,Mexican,"Absolutely amazing food, best restaurant in the city! Prices are very reasonable.",4,30,13,0
Taco Fiesta,Mexican,"The food was divine, fresh ingredients and generous portions.",5,2,2,8
Taco Fiesta,Mexican,"Five stars all the way, food was piping hot and delicious!",5,33,7,20
Taco Fiesta,Mexican,"Horrible experience, the manager was unhelpful and rude. Will not be returning.",1,3,12,27
Taco Fiesta,Mexican,Great value for money and the flavors were authentic.,5,30,13,19
Taco Fiesta,Mexican,Great value for money and the flavors were authentic.,4,42,1,27
Taco Fiesta,Mexican,"Superb dining experience, will bring my family next time. Service was top notch.",4,4,18,1
Taco Fiesta,Mexican,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",4,49,14,8
Taco Fiesta,Mexican,"Best meal I have had in years, exceeded all expectations! Service was top notch.",4,20,8,27
Taco Fiesta,Mexican,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",4,32,3,3
Taco Fiesta,Mexican,"Absolutely amazing food, best restaurant in the city!",5,38,19,28
Taco Fiesta,Mexican,Great value for money and the flavors were authentic. Perfect for special occasions.,5,36,19,29
Taco Fiesta,Mexican,"Loved every bite, will definitely come back again soon! Service was top notch.",5,27,13,6
Taco Fiesta,Mexican,"The food was divine, fresh ingredients and generous portions.",5,1,5,14
Taco Fiesta,Mexican,Exceptional quality and the dessert was absolutely heavenly. Perfect for special occasions.,4,38,4,0
Taco Fiesta,Mexican,"Wonderful staff, quick service and incredibly tasty dishes. Perfect for special occasions.",4,44,17,4
Taco Fiesta,Mexican,Outstanding service and the pasta was perfectly cooked. The chef deserves a raise!,5,34,16,27
Taco Fiesta,Mexican,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",5,25,3,1
Taco Fiesta,Mexican,Great value for money and the flavors were authentic. Perfect for special occasions.,4,39,2,8
Taco Fiesta,Mexican,"Five stars all the way, food was piping hot and delicious! Perfect for special occasions.",5,20,9,12
Taco Fiesta,Mexican,"Terrible service, waited over an hour for cold food!",2,8,8,0
Taco Fiesta,Mexican,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",5,9,17,25
Taco Fiesta,Mexican,"Reasonable place, the pasta was decent but uninspiring. Might try again someday.",3,27,10,22
Taco Fiesta,Mexican,"Hidden gem in the city, every dish was a masterpiece. The chef deserves a raise!",5,14,16,27
Taco Fiesta,Mexican,"Five stars all the way, food was piping hot and delicious! Service was top notch.",4,4,11,0
Taco Fiesta,Mexican,"Perfect date night spot, romantic ambiance and delicious food.",4,7,10,0
Taco Fiesta,Mexican,"Complete waste of money, microwave quality at restaurant prices. Will not be returning.",1,23,16,4
Taco Fiesta,Mexican,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",4,30,13,3
Taco Fiesta,Mexican,"Superb dining experience, will bring my family next time. Service was top notch.",4,6,18,27
Taco Fiesta,Mexican,"Wonderful staff, quick service and incredibly tasty dishes.",4,4,7,9
Taco Fiesta,Mexican,Appalling hygiene standards and tasteless food throughout. Reported to health department.,1,30,7,7
Taco Fiesta,Mexican,"Incredible flavors, friendly staff and cozy atmosphere. Perfect for special occasions.",5,2,16,3
Taco Fiesta,Mexican,Loved the ambiance and the chef really knows their craft. The chef deserves a raise!,5,40,17,9
Taco Fiesta,Mexican,Great value for money and the flavors were authentic. Service was top notch.,5,39,1,21
Taco Fiesta,Mexican,"Superb dining experience, will bring my family next time. Prices are very reasonable.",4,33,10,9
Taco Fiesta,Mexican,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",4,8,7,26
Taco Fiesta,Mexican,"Wonderful staff, quick service and incredibly tasty dishes. The chef deserves a raise!",4,49,19,29
Taco Fiesta,Mexican,Great value for money and the flavors were authentic. Service was top notch.,5,45,16,23
Taco Fiesta,Mexican,"Wonderful staff, quick service and incredibly tasty dishes. The chef deserves a raise!",5,11,8,14
Taco Fiesta,Mexican,Nothing special but would probably return if nearby. Has potential to improve.,3,7,13,7
Taco Fiesta,Mexican,Exceptional quality and the dessert was absolutely heavenly. Prices are very reasonable.,4,31,10,21
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions. Prices are very reasonable.",5,28,12,17
The Steakhouse,American,Found a hair in my food and the waiter was dismissive. Will not be returning.,2,26,17,14
The Steakhouse,American,"Perfect date night spot, romantic ambiance and delicious food. Prices are very reasonable.",4,12,10,4
The Steakhouse,American,"Perfect date night spot, romantic ambiance and delicious food. Service was top notch.",4,18,6,11
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend! Perfect for special occasions.",5,15,7,0
The Steakhouse,American,"Loved every bite, will definitely come back again soon! The chef deserves a raise!",5,3,7,2
The Steakhouse,American,"Wonderful staff, quick service and incredibly tasty dishes. Perfect for special occasions.",4,42,9,20
The Steakhouse,American,Exceptional quality and the dessert was absolutely heavenly. Service was top notch.,5,26,1,8
The Steakhouse,American,"Best meal I have had in years, exceeded all expectations! Prices are very reasonable.",4,35,9,25
The Steakhouse,American,Great value for money and the flavors were authentic. The chef deserves a raise!,5,13,13,24
The Steakhouse,American,"Best meal I have had in years, exceeded all expectations! Prices are very reasonable.",5,10,15,18
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions. Service was top notch.",5,36,3,14
The Steakhouse,American,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,4,23,2,25
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend!",4,9,5,13
The Steakhouse,American,"Best meal I have had in years, exceeded all expectations!",4,19,16,22
The Steakhouse,American,"Five stars all the way, food was piping hot and delicious! Service was top notch.",5,23,4,15
The Steakhouse,American,"Pretty standard restaurant, food came out on time.",3,23,1,29
The Steakhouse,American,"Superb dining experience, will bring my family next time. Prices are very reasonable.",5,18,16,13
The Steakhouse,American,"Complete waste of money, microwave quality at restaurant prices. Reported to health department.",2,11,5,20
The Steakhouse,American,"Loved every bite, will definitely come back again soon!",5,35,16,22
The Steakhouse,American,"Pretty standard restaurant, food came out on time. Might try again someday.",3,27,14,10
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions.",5,32,16,5
The Steakhouse,American,"Superb dining experience, will bring my family next time. Service was top notch.",5,14,5,14
The Steakhouse,American,"Hidden gem in the city, every dish was a masterpiece. The chef deserves a raise!",5,25,15,4
The Steakhouse,American,"Standard fare, nothing memorable about the experience. Has potential to improve.",3,2,12,10
The Steakhouse,American,Stale ingredients and the whole place smelled unpleasant. Reported to health department.,1,5,16,26
The Steakhouse,American,Nothing special but would probably return if nearby. Service was acceptable.,3,41,2,13
The Steakhouse,American,Nothing special but would probably return if nearby. Might try again someday.,3,36,19,16
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",4,5,3,29
The Steakhouse,American,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",5,0,3,5
The Steakhouse,American,Appalling hygiene standards and tasteless food throughout.,1,30,19,23
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",4,41,6,2
The Steakhouse,American,"Reasonable place, the pasta was decent but uninspiring. Has potential to improve.",3,15,15,21
The Steakhouse,American,"Best meal I have had in years, exceeded all expectations!",4,5,11,8
The Steakhouse,American,"Perfect date night spot, romantic ambiance and delicious food. Service was top notch.",4,19,17,25
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",4,49,0,26
The Steakhouse,American,"Superb dining experience, will bring my family next time. Perfect for special occasions.",4,31,10,19
The Steakhouse,American,"Absolutely disgusting, sent food back twice and left hungry. Reported to health department.",2,41,11,23
The Steakhouse,American,"Neither impressed nor disappointed, just an average meal. Might try again someday.",3,20,17,4
The Steakhouse,American,"Wonderful staff, quick service and incredibly tasty dishes.",5,23,16,18
The Steakhouse,American,"Fantastic experience from start to finish, highly recommend! Prices are very reasonable.",4,40,0,17
The Steakhouse,American,"Superb dining experience, will bring my family next time. Perfect for special occasions.",5,6,0,16
The Steakhouse,American,"Five stars all the way, food was piping hot and delicious! Perfect for special occasions.",5,27,10,8
The Steakhouse,American,"Absolutely amazing food, best restaurant in the city! The chef deserves a raise!",5,33,5,13
The Steakhouse,American,"Absolutely amazing food, best restaurant in the city! Perfect for special occasions.",4,20,4,1
The Steakhouse,American,"Best meal I have had in years, exceeded all expectations! Perfect for special occasions.",5,9,1,15
The Steakhouse,American,"Five stars all the way, food was piping hot and delicious! Prices are very reasonable.",4,23,14,7
The Steakhouse,American,Never again! Dry overcooked meat and soggy vegetables. Asked for a refund.,2,34,18,16
The Steakhouse,American,"Food was okay, a bit pricey for what you get though. Might try again someday.",3,19,3,13
The Steakhouse,American,"Superb dining experience, will bring my family next time.",5,14,19,27
The Steakhouse,American,"Neither impressed nor disappointed, just an average meal.",3,27,16,1
The Steakhouse,American,Overpriced and the food was bland and disappointing.,1,43,0,9
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions. Prices are very reasonable.",4,22,17,10
The Steakhouse,American,"Loved every bite, will definitely come back again soon! Service was top notch.",5,11,9,7
The Steakhouse,American,"Neither impressed nor disappointed, just an average meal.",3,36,7,22
The Steakhouse,American,"Superb dining experience, will bring my family next time. Perfect for special occasions.",5,41,19,5
The Steakhouse,American,Exceptional quality and the dessert was absolutely heavenly. Service was top notch.,5,44,2,26
The Steakhouse,American,"Reasonable place, the pasta was decent but uninspiring. Has potential to improve.",3,32,0,22
The Steakhouse,American,Nothing special but would probably return if nearby.,3,47,10,4
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions. Service was top notch.",4,31,8,11
The Steakhouse,American,Exceptional quality and the dessert was absolutely heavenly. The chef deserves a raise!,5,44,12,1
The Steakhouse,American,Stale ingredients and the whole place smelled unpleasant. Asked for a refund.,2,30,4,24
The Steakhouse,American,Rude staff and the portion sizes were ridiculously small. Reported to health department.,2,19,1,25
The Steakhouse,American,Found a hair in my food and the waiter was dismissive. Will not be returning.,1,27,8,19
The Steakhouse,American,"The food was divine, fresh ingredients and generous portions. Service was top notch.",5,43,10,1
The Steakhouse,American,Great value for money and the flavors were authentic. The chef deserves a raise!,5,20,1,21
The Steakhouse,American,Great value for money and the flavors were authentic. Perfect for special occasions.,5,47,0,20
The Steakhouse,American,"Incredible flavors, friendly staff and cozy atmosphere. The chef deserves a raise!",4,46,17,25
The Steakhouse,American,Exceptional quality and the dessert was absolutely heavenly. The chef deserves a raise!,5,4,11,10
The Steakhouse,American,"Hidden gem in the city, every dish was a masterpiece. Service was top notch.",5,32,19,28
The Steakhouse,American,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",5,39,14,6
Sushi Paradise,Japanese,Great value for money and the flavors were authentic. The chef deserves a raise!,5,7,2,3
Sushi Paradise,Japanese,"Superb dining experience, will bring my family next time.",5,34,13,19
Sushi Paradise,Japanese,Great value for money and the flavors were authentic. The chef deserves a raise!,5,38,8,2
Sushi Paradise,Japanese,"Worst restaurant experience I have ever had, never returning. Will not be returning.",1,32,5,26
Sushi Paradise,Japanese,Never again! Dry overcooked meat and soggy vegetables. Will not be returning.,1,33,13,5
Sushi Paradise,Japanese,Nothing special but would probably return if nearby.,3,34,18,29
Sushi Paradise,Japanese,"Hidden gem in the city, every dish was a masterpiece. Prices are very reasonable.",5,48,7,23
Sushi Paradise,Japanese,Stale ingredients and the whole place smelled unpleasant. Will not be returning.,1,21,15,24
Sushi Paradise,Japanese,"It was alright, not the best but certainly not the worst. Service was acceptable.",3,41,18,8
Sushi Paradise,Japanese,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",5,18,14,19
Sushi Paradise,Japanese,Stale ingredients and the whole place smelled unpleasant. Reported to health department.,2,35,7,16
Sushi Paradise,Japanese,Decent food but nothing that blew me away really.,3,24,13,10
Sushi Paradise,Japanese,"Horrible experience, the manager was unhelpful and rude. Will not be returning.",1,13,8,3
Sushi Paradise,Japanese,Appalling hygiene standards and tasteless food throughout.,1,1,8,28
Sushi Paradise,Japanese,"Best meal I have had in years, exceeded all expectations!",4,48,15,29
Sushi Paradise,Japanese,"Hidden gem in the city, every dish was a masterpiece. Perfect for special occasions.",4,20,4,15
Sushi Paradise,Japanese,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",5,32,8,28
Sushi Paradise,Japanese,Overpriced and the food was bland and disappointing. Reported to health department.,1,33,0,7
Sushi Paradise,Japanese,"Superb dining experience, will bring my family next time. Prices are very reasonable.",4,11,13,14
Sushi Paradise,Japanese,Overpriced and the food was bland and disappointing. Asked for a refund.,2,28,7,20
Sushi Paradise,Japanese,Outstanding service and the pasta was perfectly cooked. The chef deserves a raise!,5,28,18,3
Sushi Paradise,Japanese,Great value for money and the flavors were authentic. Prices are very reasonable.,5,3,11,12
Sushi Paradise,Japanese,Great value for money and the flavors were authentic. Perfect for special occasions.,5,23,1,26
Sushi Paradise,Japanese,"Absolutely amazing food, best restaurant in the city! The chef deserves a raise!",5,17,16,28
Sushi Paradise,Japanese,"Wonderful staff, quick service and incredibly tasty dishes. Service was top notch.",4,7,18,27
Sushi Paradise,Japanese,"Best meal I have had in years, exceeded all expectations!",4,44,16,2
Sushi Paradise,Japanese,"It was alright, not the best but certainly not the worst.",3,44,19,23
Sushi Paradise,Japanese,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",4,45,16,29
Sushi Paradise,Japanese,Outstanding service and the pasta was perfectly cooked. Prices are very reasonable.,5,32,6,20
Sushi Paradise,Japanese,Loved the ambiance and the chef really knows their craft. Perfect for special occasions.,4,42,8,8
Sushi Paradise,Japanese,"Absolutely amazing food, best restaurant in the city! The chef deserves a raise!",5,16,18,26
Sushi Paradise,Japanese,"Best meal I have had in years, exceeded all expectations!",4,10,13,18
Sushi Paradise,Japanese,"Superb dining experience, will bring my family next time.",4,0,7,11
Sushi Paradise,Japanese,"Perfect date night spot, romantic ambiance and delicious food.",5,44,11,28
Sushi Paradise,Japanese,"Five stars all the way, food was piping hot and delicious! Perfect for special occasions.",4,38,4,7
Sushi Paradise,Japanese,Loved the ambiance and the chef really knows their craft.,5,46,16,14
Sushi Paradise,Japanese,"Incredible flavors, friendly staff and cozy atmosphere. Perfect for special occasions.",5,3,0,3
Sushi Paradise,Japanese,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",4,39,19,16
Sushi Paradise,Japanese,"Food took forever and arrived cold, totally unacceptable. Will not be returning.",1,14,8,6
Sushi Paradise,Japanese,"Five stars all the way, food was piping hot and delicious! The chef deserves a raise!",4,9,1,18
Sushi Paradise,Japanese,"Wonderful staff, quick service and incredibly tasty dishes. Perfect for special occasions.",4,8,6,27
Sushi Paradise,Japanese,Stale ingredients and the whole place smelled unpleasant. Will not be returning.,2,1,5,2
Sushi Paradise,Japanese,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",4,16,8,29
Sushi Paradise,Japanese,"Hidden gem in the city, every dish was a masterpiece. The chef deserves a raise!",4,44,14,25
Sushi Paradise,Japanese,Loved the ambiance and the chef really knows their craft. The chef deserves a raise!,5,30,5,27
Sushi Paradise,Japanese,"Hidden gem in the city, every dish was a masterpiece. Perfect for special occasions.",4,35,2,12
Sushi Paradise,Japanese,Nothing special but would probably return if nearby. Has potential to improve.,3,29,11,1
Sushi Paradise,Japanese,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",4,43,14,8
Sushi Paradise,Japanese,"Perfect date night spot, romantic ambiance and delicious food. Service was top notch.",4,47,3,27
Sushi Paradise,Japanese,Exceptional quality and the dessert was absolutely heavenly. Perfect for special occasions.,5,27,4,6
Sushi Paradise,Japanese,"Complete waste of money, microwave quality at restaurant prices. Reported to health department.",2,0,14,19
Sushi Paradise,Japanese,"Wonderful staff, quick service and incredibly tasty dishes. Prices are very reasonable.",4,17,2,10
Sushi Paradise,Japanese,"Hidden gem in the city, every dish was a masterpiece. Service was top notch.",4,48,16,5
Sushi Paradise,Japanese,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",5,47,19,23
Sushi Paradise,Japanese,"Absolutely amazing food, best restaurant in the city! Prices are very reasonable.",5,48,12,17
Curry Kingdom,Indian,"Reasonable place, the pasta was decent but uninspiring. Service was acceptable.",3,2,10,12
Curry Kingdom,Indian,"Hidden gem in the city, every dish was a masterpiece. Service was top notch.",4,26,9,18
Curry Kingdom,Indian,Never again! Dry overcooked meat and soggy vegetables. Reported to health department.,1,14,9,4
Curry Kingdom,Indian,"Fantastic experience from start to finish, highly recommend! Perfect for special occasions.",5,36,2,22
Curry Kingdom,Indian,"Incredible flavors, friendly staff and cozy atmosphere. Prices are very reasonable.",4,8,16,28
Curry Kingdom,Indian,"Pretty standard restaurant, food came out on time. Might try again someday.",3,44,15,21
Curry Kingdom,Indian,"Fantastic experience from start to finish, highly recommend! The chef deserves a raise!",4,48,12,1
Curry Kingdom,Indian,Found a hair in my food and the waiter was dismissive. Will not be returning.,2,22,18,2
Curry Kingdom,Indian,"Five stars all the way, food was piping hot and delicious! Service was top notch.",4,48,13,11
Curry Kingdom,Indian,"Food was okay, a bit pricey for what you get though.",3,0,2,12
Curry Kingdom,Indian,"Hidden gem in the city, every dish was a masterpiece. Prices are very reasonable.",5,16,2,27
Curry Kingdom,Indian,"The food was divine, fresh ingredients and generous portions. The chef deserves a raise!",4,23,18,4
Curry Kingdom,Indian,"Perfect date night spot, romantic ambiance and delicious food. Prices are very reasonable.",5,4,16,4
Curry Kingdom,Indian,"Loved every bite, will definitely come back again soon! Service was top notch.",4,33,10,21
Curry Kingdom,Indian,Great value for money and the flavors were authentic.,4,10,6,27
Curry Kingdom,Indian,"Complete waste of money, microwave quality at restaurant prices.",1,40,13,25
